Time,Date,Ambient Temperature Temp. (¡F):,Rellative Humicity (%),Light (Irradiance) (W/m2),Carbon Dioxide (ppm),Vapor Pressure Deficit (kPa)
0:44:53,12/1/2021,92.5,44.1,243,428,2.91
0:45:53,12/1/2021,92.8,44.5,281,427,2.92
0:46:53,12/1/2021,93,43.7,272,427,2.98
0:47:53,12/1/2021,93.3,43.8,273,429,3
0:48:53,12/1/2021,93.2,43.9,273,429,2.98
0:49:53,12/1/2021,92.7,45,271,428,2.88
0:50:53,12/1/2021,92.2,45.1,273,428,2.83
0:51:53,12/1/2021,92.5,45.6,230,427,2.83
0:52:53,12/1/2021,91.7,45.3,233,428,2.78
0:53:56,12/1/2021,91.5,46.6,291,428,2.69
0:54:56,12/1/2021,92.6,44.9,286,428,2.88
0:55:56,12/1/2021,92.6,45.8,284,428,2.83
0:56:59,12/1/2021,92.3,46.2,282,428,2.78
0:57:59,12/1/2021,92.5,46.6,282,428,2.78
0:58:59,12/1/2021,92.2,46,283,428,2.78
0:59:59,12/1/2021,92.5,46.6,280,428,2.78
1:01:02,12/1/2021,93.6,45,278,428,2.96
1:02:02,12/1/2021,94.2,44.7,281,428,3.03
1:03:05,12/1/2021,93.9,43.9,282,428,3.05
1:04:08,12/1/2021,92.9,44.6,276,431,2.92
1:05:08,12/1/2021,93.3,44.5,272,431,2.96
1:06:08,12/1/2021,93,45.3,271,431,2.89
1:07:11,12/1/2021,94,44.7,273,430,3.01
1:08:11,12/1/2021,94.4,44.2,263,429,3.08
1:09:11,12/1/2021,94.9,43.5,267,430,3.17
1:10:14,12/1/2021,95.4,43,263,431,3.24
1:11:14,12/1/2021,94.8,43.6,264,432,3.15
1:12:14,12/1/2021,94.4,44,258,431,3.09
1:13:14,12/1/2021,94.1,44.3,247,431,3.05
1:14:14,12/1/2021,94,44.7,248,431,3.01
1:15:14,12/1/2021,93.9,44.7,243,430,3.01
1:16:17,12/1/2021,93.8,44.3,239,431,3.02
1:17:17,12/1/2021,94.2,44.3,236,430,3.05
1:18:17,12/1/2021,94.6,43.4,228,430,3.14
1:19:20,12/1/2021,95.5,42.2,234,434,3.3
1:20:20,12/1/2021,95.2,42,226,436,3.28
1:21:23,12/1/2021,94.7,41.8,217,434,3.24
1:22:23,12/1/2021,94.6,41.9,224,432,3.23
1:23:26,12/1/2021,93.7,42.6,219,432,3.1
1:24:26,12/1/2021,93.6,44.2,220,431,3
1:25:29,12/1/2021,93.9,43.9,224,430,3.05
1:26:32,12/1/2021,94.4,42.7,216,431,3.16
1:27:32,12/1/2021,94.1,43.6,216,431,3.08
1:28:32,12/1/2021,94.3,43.1,209,430,3.13
1:29:32,12/1/2021,94.6,42.2,205,429,3.21
1:30:35,12/1/2021,94,42.7,198,431,3.12
1:31:35,12/1/2021,93.5,43.1,194,429,3.05
1:32:35,12/1/2021,93,43.7,193,428,2.98
1:33:38,12/1/2021,93,43.3,191,430,3
1:34:41,12/1/2021,92.6,44.3,186,429,2.91
1:35:41,12/1/2021,92.4,44.7,184,430,2.87
1:36:41,12/1/2021,93.1,45.1,180,430,2.91
1:37:44,12/1/2021,93.7,43.9,178,431,3.03
1:38:44,12/1/2021,92.9,44.4,174,431,2.93
1:39:44,12/1/2021,92.1,46,171,430,2.78
1:40:44,12/1/2021,92.4,48.1,171,429,2.69
1:41:47,12/1/2021,92.6,48.6,167,429,2.68
1:42:47,12/1/2021,91.7,48.9,165,427,2.59
1:43:47,12/1/2021,91.5,50.7,162,427,2.49
1:44:47,12/1/2021,91.5,50.2,160,429,2.51
1:45:47,12/1/2021,91.9,48.4,159,429,2.64
1:46:50,12/1/2021,91.5,50.1,159,428,2.52
1:47:50,12/1/2021,91.6,49.7,158,429,2.55
1:48:50,12/1/2021,90.8,50.6,156,430,2.44
1:49:50,12/1/2021,90,51.6,154,429,2.33
1:50:50,12/1/2021,89.6,52.2,153,429,2.27
1:51:50,12/1/2021,88.2,53.6,151,429,2.11
1:52:50,12/1/2021,88,53.2,148,431,2.12
1:53:50,12/1/2021,87.6,54,149,430,2.05
1:54:50,12/1/2021,87.6,55.9,145,428,1.97
1:55:53,12/1/2021,87.9,54.3,144,427,2.06
1:56:53,12/1/2021,86.5,55.1,143,427,1.94
1:57:53,12/1/2021,85.9,56.1,143,427,1.86
1:58:56,12/1/2021,85.4,56.7,142,426,1.8
1:59:56,12/1/2021,85.1,57.9,139,427,1.74
2:00:59,12/1/2021,85.1,57,139,426,1.77
2:01:59,12/1/2021,85.8,55.9,138,425,1.86
2:03:02,12/1/2021,85.5,56.9,136,426,1.8
2:04:02,12/1/2021,85.1,56.8,136,425,1.78
2:05:05,12/1/2021,84.6,57.2,134,424,1.74
2:06:05,12/1/2021,84.5,57.2,133,424,1.73
2:07:05,12/1/2021,84.8,56.3,132,425,1.78
2:08:05,12/1/2021,84.4,57.3,132,425,1.72
2:09:05,12/1/2021,84.2,58,131,424,1.68
2:10:05,12/1/2021,83.9,58.2,131,423,1.66
2:11:08,12/1/2021,84.1,58.6,129,423,1.65
2:12:08,12/1/2021,84.5,56.6,129,424,1.75
2:13:11,12/1/2021,84.4,57.5,128,425,1.71
2:14:11,12/1/2021,84.5,57.3,128,424,1.73
2:15:11,12/1/2021,84.3,57,130,423,1.73
2:16:14,12/1/2021,84.2,56.5,130,424,1.74
2:17:14,12/1/2021,83.8,57.9,129,424,1.66
2:18:14,12/1/2021,83.8,58.5,127,423,1.64
2:19:14,12/1/2021,83.6,58.4,125,422,1.63
2:20:17,12/1/2021,83.1,58.5,126,423,1.6
2:21:17,12/1/2021,83,59,125,422,1.58
2:22:20,12/1/2021,83.1,59.1,125,422,1.58
2:23:23,12/1/2021,83.8,58.7,124,422,1.63
2:24:26,12/1/2021,83.7,58.1,124,422,1.65
2:25:26,12/1/2021,83.5,58.7,124,421,1.62
2:26:26,12/1/2021,84.1,58.3,126,422,1.66
2:27:29,12/1/2021,83.9,57.9,126,421,1.67
2:28:29,12/1/2021,83.8,58.1,125,421,1.66
2:29:29,12/1/2021,83.8,57.5,123,421,1.68
2:30:32,12/1/2021,83.8,57.6,123,421,1.68
2:31:35,12/1/2021,83.1,58.1,38,422,1.62
2:32:35,12/1/2021,82.6,59,120,423,1.56
2:33:38,12/1/2021,82.7,59.8,122,423,1.53
2:34:41,12/1/2021,83.1,59.2,122,424,1.58
2:35:41,12/1/2021,82.8,59.7,67,423,1.54
2:36:41,12/1/2021,82.5,61.2,36,420,1.47
2:37:41,12/1/2021,81.6,63.1,36,422,1.36
2:38:44,12/1/2021,80.9,63.7,58,424,1.31
2:39:44,12/1/2021,80.6,62.6,59,422,1.33
2:40:44,12/1/2021,80.7,63,47,422,1.32
2:41:44,12/1/2021,80.4,63.6,43,421,1.29
2:42:44,12/1/2021,79.9,64.1,38,421,1.25
2:43:44,12/1/2021,79.5,65,42,422,1.2
2:44:47,12/1/2021,79.2,66.1,49,420,1.15
2:45:50,12/1/2021,79.1,65.8,53,420,1.16
2:46:50,12/1/2021,79,65.5,53,421,1.17
2:47:53,12/1/2021,79,66.4,66,420,1.14
2:48:53,12/1/2021,79.2,66.2,64,419,1.15
2:49:56,12/1/2021,79.2,66.1,53,418,1.15
2:50:56,12/1/2021,79,66.5,43,420,1.13
2:51:59,12/1/2021,79,66.7,39,421,1.13
2:52:59,12/1/2021,78.7,67,31,420,1.11
2:53:59,12/1/2021,78.6,67.2,27,421,1.1
2:54:59,12/1/2021,78.3,66.8,28,421,1.1
2:55:59,12/1/2021,78.1,67.8,28,420,1.06
2:56:59,12/1/2021,78.1,68,32,419,1.05
2:58:02,12/1/2021,78,67.7,31,419,1.06
2:59:02,12/1/2021,77.9,67.1,66,419,1.07
3:00:05,12/1/2021,78,66.6,57,417,1.09
3:01:05,12/1/2021,78.2,67.4,59,418,1.07
3:02:05,12/1/2021,78.5,68.6,66,417,1.04
3:03:08,12/1/2021,78.7,68.6,57,419,1.05
3:04:08,12/1/2021,78.5,68.2,50,417,1.06
3:05:11,12/1/2021,78.4,68.6,45,415,1.04
3:06:11,12/1/2021,78.3,69.4,36,417,1.01
3:07:11,12/1/2021,78.2,69.3,31,419,1.01
3:08:11,12/1/2021,78.3,70,33,419,0.99
3:09:11,12/1/2021,78.1,70.2,35,418,0.98
3:10:11,12/1/2021,78.1,70.7,31,419,0.96
3:11:14,12/1/2021,78.2,70.7,32,419,0.97
3:12:14,12/1/2021,78,71.5,31,419,0.93
3:13:14,12/1/2021,78.1,70.9,28,416,0.96
3:14:14,12/1/2021,77.7,70.9,30,416,0.94
3:15:14,12/1/2021,77.5,71.1,29,417,0.93
3:16:14,12/1/2021,77.4,71.3,28,417,0.92
3:17:17,12/1/2021,77.3,72,26,417,0.9
3:18:17,12/1/2021,77.4,71.6,25,417,0.91
3:19:17,12/1/2021,77.2,71.9,25,417,0.9
3:20:17,12/1/2021,77.2,71.6,28,417,0.91
3:21:17,12/1/2021,77.2,71.6,23,416,0.91
3:22:17,12/1/2021,77,71.6,34,417,0.9
3:23:20,12/1/2021,77,71.7,38,416,0.9
3:24:20,12/1/2021,77.1,71.5,27,417,0.91
3:25:23,12/1/2021,77.2,71.5,30,417,0.91
3:26:23,12/1/2021,77.4,71.5,39,416,0.91
3:27:26,12/1/2021,77.4,71.5,36,415,0.91
3:28:29,12/1/2021,77.5,71.9,26,415,0.9
3:29:29,12/1/2021,77.6,71.6,29,416,0.92
3:30:29,12/1/2021,77.4,72.1,30,416,0.9
3:31:32,12/1/2021,77.4,72.9,27,416,0.87
3:32:32,12/1/2021,77.6,72.2,30,415,0.9
3:33:32,12/1/2021,77.4,71.7,29,416,0.91
3:34:32,12/1/2021,77.3,71.5,28,416,0.91
3:35:35,12/1/2021,77.1,71.9,30,416,0.89
3:36:35,12/1/2021,77.1,71.9,31,415,0.89
3:37:38,12/1/2021,77,72.4,31,416,0.87
3:38:38,12/1/2021,77,73.2,30,415,0.85
3:39:41,12/1/2021,77,72.6,46,416,0.87
3:40:44,12/1/2021,77.1,72.4,35,415,0.88
3:41:47,12/1/2021,77.3,72.2,26,415,0.89
3:42:47,12/1/2021,77.3,71.5,26,415,0.91
3:43:50,12/1/2021,77.2,70.6,28,415,0.94
3:44:50,12/1/2021,77.3,70.7,27,414,0.94
3:45:53,12/1/2021,77.1,70.1,22,414,0.95
3:46:53,12/1/2021,77,70.6,22,414,0.93
3:47:53,12/1/2021,77,69.7,23,415,0.96
3:48:56,12/1/2021,76.9,69.9,23,415,0.95
3:49:56,12/1/2021,76.8,70.7,23,415,0.92
3:50:59,12/1/2021,76.9,71.2,22,414,0.91
3:51:59,12/1/2021,76.9,70.8,20,415,0.92
3:53:02,12/1/2021,76.8,69.8,18,415,0.95
3:54:02,12/1/2021,76.7,69.9,20,414,0.94
3:55:02,12/1/2021,76.7,70.2,24,415,0.93
3:56:02,12/1/2021,76.7,71.2,29,414,0.9
3:57:02,12/1/2021,76.7,73.8,41,415,0.82
3:58:02,12/1/2021,76.8,75,44,414,0.79
3:59:05,12/1/2021,77.1,74.7,36,414,0.8
4:00:08,12/1/2021,77.3,74.9,37,414,0.8
4:01:08,12/1/2021,77.2,74.2,33,414,0.82
4:02:08,12/1/2021,77.2,72.6,26,414,0.87
4:03:08,12/1/2021,77.1,72.7,28,414,0.87
4:04:11,12/1/2021,77,72.4,32,414,0.87
4:05:11,12/1/2021,77,71.5,32,415,0.9
4:06:14,12/1/2021,77.1,70.9,34,415,0.92
4:07:14,12/1/2021,77.2,71,31,415,0.92
4:08:14,12/1/2021,77.3,70.7,26,415,0.94
4:09:17,12/1/2021,77.2,70.7,24,415,0.93
4:10:17,12/1/2021,77.1,71.6,18,415,0.9
4:11:17,12/1/2021,77,72,17,413,0.89
4:12:17,12/1/2021,76.8,72.7,17,413,0.86
4:13:17,12/1/2021,76.8,73.5,18,413,0.83
4:14:20,12/1/2021,76.6,74,28,412,0.81
4:15:20,12/1/2021,76.6,73.8,17,412,0.82
4:16:23,12/1/2021,76.4,73.2,16,412,0.83
4:17:23,12/1/2021,76.2,74.2,15,412,0.8
4:18:23,12/1/2021,76.2,74.8,14,413,0.78
4:19:26,12/1/2021,76.1,75.4,14,414,0.76
4:20:26,12/1/2021,76.2,75.2,14,414,0.76
4:21:26,12/1/2021,76.1,75.7,15,414,0.75
4:22:29,12/1/2021,76.1,76.1,16,415,0.73
4:23:29,12/1/2021,76.1,75.7,14,415,0.75
4:24:29,12/1/2021,76.1,75,14,415,0.77
4:25:29,12/1/2021,76.1,75.5,14,413,0.75
4:26:32,12/1/2021,76.1,76.2,13,413,0.73
4:27:32,12/1/2021,76,75.8,13,413,0.74
4:28:32,12/1/2021,75.9,75.3,13,414,0.75
4:29:35,12/1/2021,75.8,75,13,412,0.76
4:30:35,12/1/2021,75.7,74.3,13,412,0.78
4:31:35,12/1/2021,75.7,74.3,13,413,0.78
4:32:38,12/1/2021,75.7,75.1,12,413,0.76
4:33:38,12/1/2021,75.6,75.2,13,413,0.75
4:34:38,12/1/2021,75.6,75.3,12,413,0.75
4:35:41,12/1/2021,75.5,75.7,13,413,0.73
4:36:41,12/1/2021,75.5,75.8,12,412,0.73
4:37:44,12/1/2021,75.5,76.1,13,413,0.72
4:38:44,12/1/2021,75.5,75.9,12,414,0.73
4:39:47,12/1/2021,75.5,76.3,12,414,0.71
4:40:50,12/1/2021,75.5,76.6,12,414,0.71
4:41:50,12/1/2021,75.5,75.9,11,414,0.73
4:42:50,12/1/2021,75.5,75.9,11,414,0.73
4:43:53,12/1/2021,75.5,76.2,11,414,0.72
4:44:53,12/1/2021,75.3,76.3,11,413,0.71
4:45:53,12/1/2021,75.3,76.2,11,413,0.71
4:46:56,12/1/2021,75.3,76.1,11,413,0.72
4:47:56,12/1/2021,75.3,76.4,11,414,0.71
4:48:56,12/1/2021,75.4,77,11,414,0.69
4:49:56,12/1/2021,75.4,76.5,10,413,0.71
4:50:56,12/1/2021,75.3,76.4,10,413,0.71
4:51:56,12/1/2021,75.3,76.5,10,412,0.7
4:52:59,12/1/2021,75.3,76.8,9,413,0.69
4:53:59,12/1/2021,75.3,76.5,9,413,0.7
4:54:59,12/1/2021,75.3,77,9,414,0.69
4:55:59,12/1/2021,75.2,77.3,9,414,0.68
4:56:59,12/1/2021,75.3,77.3,9,414,0.68
4:57:59,12/1/2021,75.2,77.4,8,413,0.67
4:59:02,12/1/2021,75.2,77.2,8,412,0.68
5:00:05,12/1/2021,75.2,76.5,8,412,0.7
5:01:05,12/1/2021,75.1,77.3,8,412,0.67
5:02:05,12/1/2021,75.2,77.9,8,412,0.66
5:03:08,12/1/2021,75.2,77.6,7,413,0.67
5:04:08,12/1/2021,75.1,77.3,7,413,0.67
5:05:08,12/1/2021,75.1,77.6,7,413,0.67
5:06:11,12/1/2021,75.1,77.5,7,412,0.67
5:07:14,12/1/2021,75.1,77.8,7,412,0.66
5:08:14,12/1/2021,75.1,78,6,412,0.65
5:09:17,12/1/2021,75,78,6,413,0.65
5:10:17,12/1/2021,75,77.7,6,413,0.66
5:11:17,12/1/2021,75,77.3,6,411,0.67
5:12:17,12/1/2021,75,78.4,5,409,0.64
5:13:20,12/1/2021,75,78.2,5,411,0.65
5:14:20,12/1/2021,75,77.7,5,412,0.66
5:15:20,12/1/2021,75,77.5,5,412,0.67
5:16:20,12/1/2021,75,78.2,5,412,0.65
5:17:23,12/1/2021,75,78,4,412,0.65
5:18:26,12/1/2021,75,78.1,4,413,0.65
5:19:26,12/1/2021,75,78.9,4,412,0.63
5:20:29,12/1/2021,75,78.8,3,413,0.63
5:21:29,12/1/2021,75,78.4,3,412,0.64
5:22:29,12/1/2021,74.9,77.7,3,412,0.66
5:23:29,12/1/2021,75,78.5,2,412,0.64
5:24:29,12/1/2021,75,77.2,2,411,0.68
5:25:29,12/1/2021,75,76.8,2,411,0.69
5:26:32,12/1/2021,75,77.1,2,411,0.68
5:27:32,12/1/2021,75,77.1,2,412,0.68
5:28:32,12/1/2021,74.9,77.7,1,412,0.66
5:29:32,12/1/2021,74.9,77.7,1,412,0.66
5:30:32,12/1/2021,74.9,76.4,1,411,0.7
5:31:32,12/1/2021,74.9,76.4,1,411,0.7
5:32:35,12/1/2021,74.9,76.4,1,411,0.7
5:33:35,12/1/2021,74.8,76.5,1,411,0.69
5:34:38,12/1/2021,74.8,77.7,1,412,0.66
5:35:38,12/1/2021,74.7,78,1,412,0.65
5:36:38,12/1/2021,74.7,78.1,1,413,0.64
5:37:41,12/1/2021,74.7,78.1,1,413,0.64
5:38:41,12/1/2021,74.7,77.8,1,413,0.65
5:39:44,12/1/2021,74.7,77.5,1,413,0.66
5:40:44,12/1/2021,74.6,77.8,1,412,0.65
5:41:47,12/1/2021,74.6,78.1,1,411,0.64
5:42:47,12/1/2021,74.6,77,1,412,0.67
5:43:47,12/1/2021,74.6,77,1,412,0.67
5:44:50,12/1/2021,74.6,77.3,1,412,0.66
5:45:50,12/1/2021,74.5,77.9,0,412,0.64
5:46:53,12/1/2021,74.6,77.8,0,412,0.65
5:47:53,12/1/2021,74.6,77.3,0,412,0.66
5:48:56,12/1/2021,74.7,78,0,413,0.65
5:49:59,12/1/2021,74.7,78.1,0,413,0.64
5:51:02,12/1/2021,74.7,77.7,0,412,0.65
5:52:02,12/1/2021,74.7,78.3,0,413,0.64
5:53:05,12/1/2021,74.8,78.3,0,411,0.64
5:54:05,12/1/2021,74.7,77.9,0,412,0.65
5:55:08,12/1/2021,74.7,77.4,0,412,0.66
5:56:11,12/1/2021,74.6,77.5,1,412,0.66
5:57:11,12/1/2021,74.6,76.6,0,413,0.68
5:58:11,12/1/2021,74.7,76,0,413,0.7
5:59:14,12/1/2021,74.7,75.9,0,413,0.71
6:00:14,12/1/2021,74.7,76.6,0,412,0.69
6:01:14,12/1/2021,74.6,75.9,0,412,0.7
6:02:17,12/1/2021,74.6,76,0,412,0.7
6:03:20,12/1/2021,74.6,75.9,0,412,0.7
6:04:20,12/1/2021,74.6,75.8,0,413,0.71
6:05:23,12/1/2021,74.8,76,1,414,0.71
6:06:23,12/1/2021,74.8,76.6,0,413,0.69
6:07:26,12/1/2021,74.8,76.6,0,413,0.69
6:08:26,12/1/2021,74.8,77.1,0,412,0.67
6:09:29,12/1/2021,74.8,77.2,0,412,0.67
6:10:32,12/1/2021,74.8,77.2,1,413,0.67
6:11:32,12/1/2021,74.8,76.1,0,412,0.7
6:12:32,12/1/2021,74.8,74.9,0,411,0.74
6:13:35,12/1/2021,74.7,75,0,411,0.73
6:14:35,12/1/2021,74.7,76.1,0,412,0.7
6:15:38,12/1/2021,74.8,75.9,0,413,0.71
6:16:38,12/1/2021,74.8,76.3,0,412,0.7
6:17:41,12/1/2021,74.8,76.1,0,412,0.7
6:18:41,12/1/2021,74.7,75.3,0,412,0.72
6:19:44,12/1/2021,74.7,76,0,412,0.7
6:20:44,12/1/2021,74.8,76.7,0,412,0.69
6:21:44,12/1/2021,74.8,77.2,0,412,0.67
6:22:44,12/1/2021,74.7,77.5,0,412,0.66
6:23:44,12/1/2021,74.8,78.2,0,411,0.64
6:24:44,12/1/2021,74.8,77.7,0,412,0.66
6:25:47,12/1/2021,74.7,77.9,0,411,0.65
6:26:47,12/1/2021,74.7,77.7,0,411,0.65
6:27:47,12/1/2021,74.7,77.9,0,413,0.65
6:28:50,12/1/2021,74.7,77.5,0,412,0.66
6:29:50,12/1/2021,74.7,77.3,0,412,0.67
6:30:53,12/1/2021,74.7,76.4,0,413,0.69
6:31:53,12/1/2021,74.7,76.1,0,412,0.7
6:32:56,12/1/2021,74.7,76.2,0,411,0.7
6:33:56,12/1/2021,74.7,76.1,0,412,0.7
6:34:59,12/1/2021,74.7,74.9,0,412,0.74
6:36:02,12/1/2021,74.7,74.1,0,412,0.76
6:37:02,12/1/2021,74.8,73.7,0,412,0.77
6:38:02,12/1/2021,74.9,73.3,0,412,0.79
6:39:02,12/1/2021,74.9,72.9,0,412,0.8
6:40:02,12/1/2021,74.9,72.8,0,412,0.8
6:41:05,12/1/2021,75,73.4,0,412,0.79
6:42:05,12/1/2021,75,73.9,0,412,0.77
6:43:05,12/1/2021,75,74,0,412,0.77
6:44:05,12/1/2021,75.1,74.6,0,413,0.76
6:45:08,12/1/2021,75,74.3,0,412,0.76
6:46:08,12/1/2021,75.1,75,0,412,0.74
6:47:08,12/1/2021,75.1,75.2,0,412,0.74
6:48:11,12/1/2021,75.1,74.7,0,412,0.75
6:49:11,12/1/2021,75.1,75.1,0,411,0.74
6:50:11,12/1/2021,75.1,75,0,412,0.74
6:51:14,12/1/2021,75,75.2,0,413,0.73
6:52:17,12/1/2021,75.1,74.7,0,413,0.75
6:53:17,12/1/2021,75.1,75,0,413,0.74
6:54:17,12/1/2021,75.1,75.2,0,413,0.74
6:55:20,12/1/2021,75.1,75,0,412,0.74
6:56:23,12/1/2021,75,75.1,0,411,0.74
6:57:26,12/1/2021,75,75.7,0,411,0.72
6:58:26,12/1/2021,75,76.1,0,412,0.71
6:59:29,12/1/2021,75,76.3,0,413,0.7
7:00:32,12/1/2021,75,77.5,0,413,0.67
7:01:32,12/1/2021,75,78.8,0,412,0.63
7:02:32,12/1/2021,74.9,79.7,0,412,0.6
7:03:32,12/1/2021,74.8,79.5,0,412,0.6
7:04:35,12/1/2021,74.6,79.7,0,413,0.59
7:05:35,12/1/2021,74.6,80.1,0,413,0.58
7:06:38,12/1/2021,74.5,80.9,0,413,0.56
7:07:38,12/1/2021,74.5,81.9,0,412,0.53
7:08:38,12/1/2021,74.3,81.8,0,413,0.53
7:09:38,12/1/2021,74.2,82,0,414,0.52
7:10:38,12/1/2021,74.2,82,0,411,0.52
7:11:38,12/1/2021,74.3,80.5,0,412,0.56
7:12:41,12/1/2021,74.3,80.4,0,412,0.57
7:13:41,12/1/2021,74.4,79.7,1,412,0.59
7:14:41,12/1/2021,74.4,78.4,0,412,0.63
7:15:44,12/1/2021,74.4,77.8,0,412,0.64
7:16:44,12/1/2021,74.5,78.1,0,412,0.64
7:17:44,12/1/2021,74.4,77.6,0,412,0.65
7:18:47,12/1/2021,74.4,77.7,0,410,0.65
7:19:50,12/1/2021,74.4,77.2,0,412,0.66
7:20:53,12/1/2021,74.3,77.8,0,413,0.64
